club,coHo,league,seasonStart,seasonEnd,season,wages
Wimbledon,NA,ENG,1996,1997,19961997,NA
Wimbledon,NA,ENG,1997,1998,19971998,NA
Wimbledon,NA,ENG,1998,1999,19981999,NA
Wimbledon,NA,ENG,1999,2000,19992000,NA
Wimbledon,NA,ENG,2000,2001,20002001,NA
Wimbledon,NA,ENG,2001,2002,20012002,NA
Wimbledon,NA,ENG,2002,2003,20022003,NA
Wimbledon,NA,ENG,2003,2004,20032004,NA
Wimbledon,NA,ENG,2004,2005,20042005,NA
Wimbledon,NA,ENG,2005,2006,20052006,NA
Wimbledon,NA,ENG,2006,2007,20062007,NA
Wimbledon,NA,ENG,2007,2008,20072008,NA
Wimbledon,NA,ENG,2008,2009,20082009,NA
Wimbledon,NA,ENG,2009,2010,20092010,NA
Wimbledon,NA,ENG,2010,2011,20102011,NA
Wimbledon,NA,ENG,2011,2012,20112012,NA
Wimbledon,NA,ENG,2012,2013,20122013,NA
Wimbledon,NA,ENG,2013,2014,20132014,NA
Wimbledon,NA,ENG,2014,2015,20142015,NA
Wimbledon,NA,ENG,2015,2016,20152016,NA
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,1992,1993,19921993,1818436
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,1993,1994,19931994,1823141
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,1994,1995,19941995,2262695
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,1995,1996,19951996,2527762
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,1996,1997,19961997,2963352
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,1997,1998,19971998,4530124
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,1998,1999,19981999,8226204
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,1999,2000,19992000,10709886
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2000,2001,20002001,16659782
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2001,2002,20012002,20953712
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2002,2003,20022003,22996001
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2003,2004,20032004,29135837
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2004,2005,20042005,28288188
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2005,2006,20052006,33399593
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2006,2007,20062007,32821147
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2007,2008,20072008,22107351
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2008,2009,20082009,16289e3
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2009,2010,20092010,10341e3
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2010,2011,20102011,7531e3
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2011,2012,20112012,887e4
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2012,2013,20122013,11977e3
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2013,2014,20132014,11519e3
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2014,2015,20142015,1148e4
Charlton,https://beta.companieshouse.gov.uk/company/01788466/filing-history,ENG,2015,2016,20152016,NA
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,1992,1993,19921993,3613e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,1993,1994,19931994,4351e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,1994,1995,19941995,7137e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,1995,1996,19951996,2806e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,1996,1997,19961997,3767718
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,1997,1998,19971998,4389826
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,1998,1999,19981999,5713022
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,1999,2000,19992000,6822584
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2000,2001,20002001,8114756
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2001,2002,20012002,8278310
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2002,2003,20022003,9999808
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2003,2004,20032004,12182293
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2004,2005,20042005,16915217
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2005,2006,20052006,15359607
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2006,2007,20062007,14363e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2007,2008,20072008,13588e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2008,2009,20082009,13716e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2009,2010,20092010,12178e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2010,2011,20102011,18445e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2011,2012,20112012,36768e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2012,2013,20122013,50814e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2013,2014,20132014,54059e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2014,2015,20142015,48529e3
Norwich,https://beta.companieshouse.gov.uk/company/00154044/filing-history?page=1,ENG,2015,2016,20152016,67193e3
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,1992,1993,19921993,658165
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,1993,1994,19931994,602775
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,1994,1995,19941995,640735
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,1995,1996,19951996,1351061
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,1996,1997,19961997,1684794
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,1997,1998,19971998,2040685
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,1998,1999,19981999,2646520
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,1999,2000,19992000,3538208
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2000,2001,20002001,4832877
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2001,2002,20012002,4904515
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2002,2003,20022003,4949582
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2003,2004,20032004,6165699
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2004,2005,20042005,9101361
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2005,2006,20052006,20561768
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2006,2007,20062007,27479565
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2007,2008,20072008,38351234
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2008,2009,20082009,42197654
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2009,2010,20092010,39420950
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2010,2011,20102011,39948267
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2011,2012,20112012,37678685
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2012,2013,20122013,43664847
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2013,2014,20132014,30132607
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2014,2015,20142015,26044843
Wigan,https://beta.companieshouse.gov.uk/company/00270043/filing-history,ENG,2015,2016,20152016,11928621
Crystal Palace,NA,ENG,1992,1993,19921993,NA
Crystal Palace,NA,ENG,1993,1994,19931994,NA
Crystal Palace,NA,ENG,1994,1995,19941995,NA
Crystal Palace,NA,ENG,1995,1996,19951996,NA
Crystal Palace,NA,ENG,1996,1997,19961997,NA
Crystal Palace,NA,ENG,1997,1998,19971998,NA
Crystal Palace,NA,ENG,1998,1999,19981999,NA
Crystal Palace,NA,ENG,1999,2000,19992000,NA
Crystal Palace,https://beta.companieshouse.gov.uk/company/03951645/filing-history,ENG,2000,2001,20002001,8134562
Crystal Palace,https://beta.companieshouse.gov.uk/company/03951645/filing-history,ENG,2001,2002,20012002,11115600
Crystal Palace,https://beta.companieshouse.gov.uk/company/03951645/filing-history,ENG,2002,2003,20022003,9190763
Crystal Palace,https://beta.companieshouse.gov.uk/company/03951645/filing-history,ENG,2003,2004,20032004,10581186
Crystal Palace,https://beta.companieshouse.gov.uk/company/03951645/filing-history,ENG,2004,2005,20042005,18081428
Crystal Palace,https://beta.companieshouse.gov.uk/company/03951645/filing-history,ENG,2005,2006,20052006,13141079
Crystal Palace,https://beta.companieshouse.gov.uk/company/03951645/filing-history,ENG,2006,2007,20062007,13429492
Crystal Palace,https://beta.companieshouse.gov.uk/company/03951645/filing-history,ENG,2007,2008,20072008,11694229
Crystal Palace,https://beta.companieshouse.gov.uk/company/07206409/filing-history,ENG,2008,2009,20082009,NA
Crystal Palace,https://beta.companieshouse.gov.uk/company/07206409/filing-history,ENG,2009,2010,20092010,NA
Crystal Palace,https://beta.companieshouse.gov.uk/company/07206409/filing-history,ENG,2010,2011,20102011,9428379
Crystal Palace,https://beta.companieshouse.gov.uk/company/07206409/filing-history,ENG,2011,2012,20112012,11718133
Crystal Palace,https://beta.companieshouse.gov.uk/company/07206409/filing-history,ENG,2012,2013,20122013,18755212
Crystal Palace,https://beta.companieshouse.gov.uk/company/07206409/filing-history,ENG,2013,2014,20132014,45755527
Crystal Palace,https://beta.companieshouse.gov.uk/company/07206409/filing-history,ENG,2014,2015,20142015,68028e3
Crystal Palace,https://beta.companieshouse.gov.uk/company/07206409/filing-history,ENG,2015,2016,20152016,80556e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,1992,1993,19921993,3723715
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,1993,1994,19931994,4039437
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,1994,1995,19941995,4387207
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,1995,1996,19951996,5009969
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,1996,1997,19961997,5088e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,1997,1998,19971998,6187e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,1998,1999,19981999,5953e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,1999,2000,19992000,NA
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2000,2001,20002001,NA
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2001,2002,20012002,4225e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2002,2003,20022003,3679e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2003,2004,20032004,384e4
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2004,2005,20042005,455e4
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2005,2006,20052006,553e4
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2006,2007,20062007,7047e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2007,2008,20072008,9213e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2008,2009,20082009,1561e4
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2009,2010,20092010,14388e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2010,2011,20102011,27641e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2011,2012,20112012,5595e4
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2012,2013,20122013,73265e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2013,2014,20132014,71694e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2014,2015,20142015,69992e3
QPR,https://beta.companieshouse.gov.uk/company/00060094/filing-history,ENG,2015,2016,20152016,37788e3
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,1992,1993,19921993,1715409
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,1993,1994,19931994,2666097
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,1994,1995,19941995,3677808
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,1995,1996,19951996,4791500
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,1996,1997,19961997,4900328
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,1997,1998,19971998,5069448
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,1998,1999,19981999,6227929
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,1999,2000,19992000,7772171
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2000,2001,20002001,9263774
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2001,2002,20012002,13206229
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2002,2003,20022003,19994e3
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2003,2004,20032004,23159177
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2004,2005,20042005,27347929
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2005,2006,20052006,26796954
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2006,2007,20062007,20920927
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2007,2008,20072008,26566595
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2008,2009,20082009,27389708
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2009,2010,20092010,36739183
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2010,2011,20102011,45088340
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2011,2012,20112012,25120366
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2012,2013,20122013,22913922
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2013,2014,20132014,20057582
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2014,2015,20142015,14125988
Birmingham,https://beta.companieshouse.gov.uk/company/00027318/filing-history,ENG,2015,2016,20152016,15327088
Portsmouth,NA,ENG,1992,1993,19921993,NA
Portsmouth,NA,ENG,1993,1994,19931994,NA
Portsmouth,NA,ENG,1994,1995,19941995,NA
Portsmouth,NA,ENG,1995,1996,19951996,NA
Portsmouth,NA,ENG,1996,1997,19961997,NA
Portsmouth,NA,ENG,1997,1998,19971998,NA
Portsmouth,NA,ENG,1998,1999,19981999,NA
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,1999,2000,19992000,4586e3
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,2000,2001,20002001,7508262
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,2001,2002,20012002,9673698
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,2002,2003,20022003,13806034
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,2003,2004,20032004,25543657
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,2004,2005,20042005,25046741
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,2005,2006,20052006,24801707
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,2006,2007,20062007,36887581
Portsmouth,https://beta.companieshouse.gov.uk/company/03747237/filing-history,ENG,2007,2008,20072008,54679563
Portsmouth,http://www.telegraph.co.uk/sport/football/competitions/premier-league/9514149/Graphic-Premier-League-transfer-and-wage-spending-from-the-200001-season-to-201112.html,ENG,2008,2009,20082009,651e5
Portsmouth,NA,ENG,2009,2010,20092010,NA
Portsmouth,NA,ENG,2010,2011,20102011,NA
Portsmouth,NA,ENG,2011,2012,20112012,NA
Portsmouth,https://beta.companieshouse.gov.uk/company/07940335/filing-history,ENG,2012,2013,20122013,1994772
Portsmouth,https://beta.companieshouse.gov.uk/company/07940335/filing-history,ENG,2013,2014,20132014,4179534
Portsmouth,https://beta.companieshouse.gov.uk/company/07940335/filing-history,ENG,2014,2015,20142015,5109143
Portsmouth,https://beta.companieshouse.gov.uk/company/07940335/filing-history,ENG,2015,2016,20152016,5397804
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,1992,1993,19921993,3115495
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,1993,1994,19931994,3453185
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,1994,1995,19941995,3350876
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,1995,1996,19951996,4256027
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,1996,1997,19961997,6406557
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,1997,1998,19971998,11776215
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,1998,1999,19981999,14230747
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,1999,2000,19992000,17546797
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2000,2001,20002001,19441e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2001,2002,20012002,22191e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2002,2003,20022003,18986e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2003,2004,20032004,9695e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2004,2005,20042005,9213e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2005,2006,20052006,9375e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2006,2007,20062007,17325e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2007,2008,20072008,26109e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2008,2009,20082009,2208e4
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2009,2010,20092010,1641e4
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2010,2011,20102011,13244e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2011,2012,20112012,13047e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2012,2013,20122013,12059e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2013,2014,20132014,16386e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2014,2015,20142015,21767e3
Derby,https://beta.companieshouse.gov.uk/company/00049139/filing-history,ENG,2015,2016,20152016,31908e3
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,1992,1993,19921993,833272
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,1993,1994,19931994,935026
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,1994,1995,19941995,1038835
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,1995,1996,19951996,981726
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,1996,1997,19961997,1104714
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,1997,1998,19971998,1310088
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,1998,1999,19981999,1758969
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,1999,2000,19992000,2128069
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2000,2001,20002001,2393075
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2001,2002,20012002,1860881
Swansea,NA,ENG,2002,2003,20022003,NA
Swansea,NA,ENG,2003,2004,20032004,NA
Swansea,NA,ENG,2004,2005,20042005,NA
Swansea,NA,ENG,2005,2006,20052006,NA
Swansea,NA,ENG,2006,2007,20062007,NA
Swansea,NA,ENG,2007,2008,20072008,NA
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2008,2009,20082009,6258128
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2009,2010,20092010,8318348
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2010,2011,20102011,17392477
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2011,2012,20112012,34566567
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2012,2013,20122013,48076302
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2013,2014,20132014,63231880
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2014,2015,20142015,82540562
Swansea,https://beta.companieshouse.gov.uk/company/00123414/filing-history,ENG,2015,2016,20152016,81777656
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,1992,1993,19921993,4416e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,1993,1994,19931994,7309e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,1994,1995,19941995,5713e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,1995,1996,19951996,8518e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,1996,1997,19961997,964e4
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,1997,1998,19971998,11172e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,1998,1999,19981999,11806e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,1999,2000,19992000,10928e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2000,2001,20002001,10653e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2001,2002,20012002,8816e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2002,2003,20022003,8711e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2003,2004,20032004,8402e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2004,2005,20042005,906e4
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2005,2006,20052006,9537e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2006,2007,20062007,8331e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2007,2008,20072008,7673e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2008,2009,20082009,11178e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2009,2010,20092010,156e5
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2010,2011,20102011,16555e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2011,2012,20112012,17562e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2012,2013,20122013,2101e4
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2013,2014,20132014,27199e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2014,2015,20142015,30384e3
Notts Forest,https://beta.companieshouse.gov.uk/company/01630402/filing-history,ENG,2015,2016,20152016,30615e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,1992,1993,19921993,2849113
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,1993,1994,19931994,3179637
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,1994,1995,19941995,4085866
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,1995,1996,19951996,4402195
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,1996,1997,19961997,4320573
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,1997,1998,19971998,4892140
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,1998,1999,19981999,6003924
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,1999,2000,19992000,8510807
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2000,2001,20002001,17627e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2001,2002,20012002,24169e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2002,2003,20022003,20524e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2003,2004,20032004,14272e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2004,2005,20042005,11431e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2005,2006,20052006,9892e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2006,2007,20062007,10126e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2007,2008,20072008,12571e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2008,2009,20082009,16099e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2009,2010,20092010,17082e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2010,2011,20102011,17552e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2011,2012,20112012,17954e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2012,2013,20122013,15001e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2013,2014,20132014,13903e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2014,2015,20142015,15966e3
Ipswich,https://beta.companieshouse.gov.uk/company/00315421/filing-history,ENG,2015,2016,20152016,16567e3
Hull,NA,ENG,1992,1993,19921993,NA
Hull,NA,ENG,1993,1994,19931994,NA
Hull,NA,ENG,1994,1995,19941995,NA
Hull,NA,ENG,1995,1996,19951996,NA
Hull,NA,ENG,1996,1997,19961997,NA
Hull,NA,ENG,1997,1998,19971998,NA
Hull,NA,ENG,1998,1999,19981999,NA
Hull,NA,ENG,1999,2000,19992000,NA
